Freq/Type,L5,L4,L3,L2,L1,A,B,R1,R2,R3,R4,R5
,ཕྱིར་,ཞེ་,ན,།,_,ཤ་,ཤཱ་,རིའི་,བུ་,འཛམ་,བུའི་,
,བྱས་,སོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,རྒྱལ་,པོ་,
,།,དེ་,ལྟ་,བས་,ན་,ཤ་,ཤཱ་,རིའི་,བུ་,དགེ་,སློང་,
,།,དེ་,ལྟ་,བས་,ན་,ཤ་,ཤཱ་,རིའི་,བུ་,དགེ་,སློང་,
,དགྲ་,ཆེན་,པོ་,ཡིན་,ཞེས་,ཤ་,ཤཱ་,རིའི་,བུ་,ད།_,མི་,
,ལགས་,སོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ཁྱོད་,ཀྱི་,
,ལགས་,སོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ཚུལ་,ཁྲིམས་,
,བར་,འགྲོའོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,དེའི་,མིང་,
,ལྟུང་,ངོ་,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,དེའི་,མིང་,
,མཐུ་,བསྙེམས་སོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,དེ་,ལྟ་,
,བསྟངས་,སོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,དེའི་,མིང་,
,ངོ་,།,_,།,ཡང་,ཤ་,ཤཱ་,རིའི་,བུ་,ཚུལ་,ཁྲིམས་,
,སྤྱོད་,དོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,དེའི་,མིང་,
,ལྟུང་,ངོ་,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ང་,མེད་,
,།།,_,སངས་,རྒྱས་,ཀྱིས་,ཤ་,ཤཱ་,རིའི་,བུ་,ལ་,བཀའ་,
,འགྱུར་,རོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,དཔེར་,མི་,
,འདི་,ལྟ་,སྟེ,།,_,ཤ་,ཤཱ་,རིའི་,བུ་,མ་,འོངས་,
,གྲུབ་,བོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,དེ་,བཞིན་,
,ལེན་,ཏོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,དགེ་,སློང་,
,སྲེད་,དོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,མི་,རྣམ་,
,མཐོང་,བའོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ངས་,ད་,
,མ་,བྱེད་,ཅིག,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ཆོས་,འཆད་,
,བཤད་,པའོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,རུ_,དེ་,
,དོ,།,_,།,ཡང་,ཤ་,ཤཱ་,རིའི་,བུ་,ཆོས་,འཆད་,
,ཕྱིར་,རོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,དགེ་,སློང་,
,ཕྱིར་,ཞེ་,ན,།,_,ཤ་,ཤཱ་,རིའི་,བུ་,གོས་,སྐྱ་,
,མི་,བྱའོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ཆོས་,བཤད་,
,དསངས་རྒྱས་ཀྱི་མཛད་ཀྱི་ཆོས་ཀྱི་ཡི་གེ།_,ཞེ་,ན,།,_,ཤ་,ཤཱ་,རིའི་,བུ་,ལུས་,ཀྱིས་,
,ལྟུང་,ངོ་,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,དེ་,ལྟ་,
,བྱས་,སོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ལ་,ལ་,
,མངོན་,ནོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,སྔ་,མ་,
,ཡིན་,ནོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,མི་,ལོང་,
,ཕྱིར་,ཞེ་,ན,།,_,ཤ་,ཤཱ་,རིའི་,བུ་,མི་,དེས་,
,སྟོན་,ཏོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ངས་,བཤད་,
,མཁྱེན་,ཏོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,མི་,དེས་,
,མཁྱེན་,ཏོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ད་ངས་,ཁྱོད་,
,སྲིད་,འབྱོར་,འགྲུབ,།,_,ཤ་,ཤཱ་,རིའི་,བུ་,ཁྱོད་,ཀྱི་,
,ལགས་,སོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,མི་,ངན་,
,ཕྱིར་,ཞེ་,ན,།,_,ཤ་,ཤཱ་,རིའི་,བུ་,མ་,འོངས་,
,མེད་,དོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ད་,ལྟར་,
,བཤད་,དོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,དེའི་,མིང་,
,བཤད་,དོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,གང་,ལ་,
,མི་,རྟོག་,སྟེ,།,_,ཤ་,ཤཱ་,རིའི་,བུ་,དེའི་,མིང་,
,མེད་,དོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,གང་,ལ་,
,ཡིན་,ནོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ཁྱོད་,ཀྱི་,
,ཆུད་,པའོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,དེ་,ལྟ་,
,མི་,བྱའོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,དགྲས་,སྲོག་,
,།,དེ་,ལྟ་,བས་,ན་,ཤ་,ཤཱ་,རིའི་,བུ་,ཆོས་,འཆད་,
,ལའང་སྐུར་,ཏོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,དེའི་,འཛམ་,
,ཞེས་,བྱའོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,བདག་,ཏུ་,
,།།,–[187a]–[187a.1],སངས་,རྒྱས་,ཀྱིས་,ཤ་,ཤཱ་,རིའི་,བུ་,ལ་,བཀའ་,
,ཞུགས་,སོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,སངས་,རྒྱས་,
,ཕུལ་,ལོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,སངས་,རྒྱས་,
,ཞེས་,བྱའོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,དགེ་,སློང་,
,མང་,ངོ་,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,–[187b.4],དགེ་,
,གྱུར་,ཏོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,མི་,ལ་,
,ཕྱིར་,ཞེ་,ན,།,_,ཤ་,ཤཱ་,རིའི་,བུ་,མི་,དེས་,
,རིགས་,སོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,–[187b.7],དགེ་,
,ཆགས་,སོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,མི་,ངན་,
,ཁྲིད་,དོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,དེའི་,ནང་,
,ཀྱང་,ཅི་,དགོས,།,_,ཤ་,ཤཱ་,རིའི་,བུ་,དེའི་,ཚེ་,
,སྐྱེས་,སོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,རྒྱུ་,རྐྱེན་,
,མོངས་,སོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,མི་,དེ་,
,བར་,སྐྱེའོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ཁྱོད་,ལ་,
,ཕྱིར་,ཞེ་,ན,།,_,ཤ་,ཤཱ་,རིའི་,བུ་,ཡང་,དག་,
,ཕྱིར་,ཞེ་,ན,།,_,ཤ་,ཤཱ་,རིའི་,བུ་,སྡིག་,ལྕི་,
,སྐྱེས་,སོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,སྡིག་,–[188b.7],
,ཕྲད་,དོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,སངས་,རྒྱས་,
,སྣང་,ངོ་,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,མི་,དེ་,
,ཕྱིར་,ཞེ་,ན,།,_,ཤ་,ཤཱ་,རིའི་,བུ་,བླ་,ན་,
,པའི་,ལན་,ནི,།,_,ཤ་,ཤཱ་,རིའི་,བུ་,མི་,དེ་,
,རིགས་,སོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ཁྱོད་,རེ་,
,མེད་,དོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,སངས་,རྒྱས་,
,ཕྱིར་,ཞེ་,ན,།,_,ཤ་,ཤཱ་,རིའི་,བུ་,མི་,དེ་,
,–[189b.3],གོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ཁྱོད་,ན་,
,ཡིན་,ནོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ཁྱོད་,–[189b.4],
,ད་ཡིན་,ནོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ཁྱོད་,ན་,
,ཟིན་,ཏོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,མི་,ལ་,
,ཡིན་,ནོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,པུ་,ལེའུ་,
,འགྲོལ་,བར་སྐྱེའོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,མི་,ལ་,
,ཡིན་,ནོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,པུ་,ལི་,
,བཤད་,དོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,པུ་,ལེའུ་,
,ཡིན་,ནོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,པུ་,ལེའུ་,
,བཤད་,དོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ཉིན་,གཅིག་,
,མེད་,དོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ངས་,ཁྱོད་,
,ནུས་,སོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,མི་,ལ་,
,ཕྱིར་,ཞེ་,ན,།,_,ཤ་,ཤཱ་,རིའི་,བུ་,སངས་རྒྱས་ཀྱི་མརྗད་ཀྱི་ཆོས་ཀྱི་ཡི་གེ།_,ངན་,
,ཆེར་,ཤོད་,ཅིག,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ཆོས་,ཀྱི་,
,གཙང་,བའོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,མི་,ལ་,
,མེད་,དོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ད་ངས་,ཁྱོད་,
,ཕྱིར་,ཞེ་,ན,།,_,ཤ་,ཤཱ་,རིའི་,བུ་,སངས་,རྒྱས་,
,ཞེས་,བྱའོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,བདག་,ཏུ་,
,ཀྱང་,ཅི་,དགོས,།,_,ཤ་,ཤཱ་,རིའི་,བུ་,བདག་,ཏུ་,
,–[190b.7],དེ་,ལྟ་,བས་,ན་,ཤ་,ཤཱ་,རིའི་,བུ་,མི་,ལ་,
,བར་ཚོར་བར་ཟད་,དོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ངས་,བཤད་,
,འཆད་,དོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ལ་,ལ་,
,བཅུག་,གོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ལ་,ལ་,
,འདས་,སོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ཤེས་,རབ་,
,ཕྱིར་,ཞེ་,ན,།,_,ཤ་,ཤཱ་,རིའི་,བུ་,མི་,–[191a.6],
,རིགས་,སོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,དགེ་,འདུན་,
,ཞེས་,བྱའོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,མི་,ལ་,
,ཞེས་,བྱའོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,མིས་,ངའི་,
,མངོན་,ནོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,དེ་,ལྟ་,
,ཕྱིར་,ཞེ་,ན,།,_,ཤ་,ཤཱ་,རིའི་,བུ་,ཐོག་,མ་,
,_,དེ་,ལྟ་,བས་,ན་,ཤ་,ཤཱ་,རིའི་,བུ་,ངས་,ཁྱོད་,
,ཕྱིར་,ཞེ་,ན,།,_,ཤ་,ཤཱ་,རིའི་,བུ་,ཆོས་,སོ་,
,མེད་,དོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ཆོས་,སོ་,
,ཞེས་,བྱའོ,།,_,།,ཤ་,ཤཱ་,རིའི་,–[192b.2],བུ་,སངས་,
,ཡིན་,ནོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,དགེ་,བའི་,
,ཕྱིར་,ཞེ་,ན,།,_,ཤ་,ཤཱ་,རིའི་,བུ་,–[192b.4],འདོད་,
,ཞེས་,བྱའོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,བླ་,ན་,
,_,།།,སངས་,རྒྱས་,ཀྱིས་,ཤ་,ཤཱ་,རིའི་,བུ་,ལ་,བཀའ་,
,ཕྱིར་,རོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ངས་,བསམས་,
,ཕྱིར་,རོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ངས་,བསམས་,
,ཕྱིར་,རོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ངས་,བསམས་,
,ཕྱིར་,རོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ངས་,བསམས་,
,ཕྱིར་,རོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ངས་,བསམས་,
,ཕྱིར་,རོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ངས་,བསམས་,
,ཕྱིར་,རོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ངས་,བསམས་,
,ཕྱིར་,རོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ངས་,བསམས་,
,ཕྱིར་,རོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ངས་,བསམས་,
,བསྟོད་,དོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,–[193b.6],བསྐལ་,
,བྱས་,སོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ངས་,བསྐལ་,
,མ་,སྐྱེས་,ཏེ,།,_,ཤ་,ཤཱ་,རིའི་,བུ་,བསྐལ་,པ་,
,མང་,ངོ་,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,བསྐལ་,པ་,
,མཐོང་,ངོ་,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,བསྐལ་,པ་,
,ཕྱིར་,རོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ངས་,བསམས་,
,ཕྱིར་,རོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ངས་,–[194b.3],
,ཕྱིར་,རོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ངས་,བསམས་,
,ཕྱིར་,རོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ངས་,བསམས་,
,ཕྱིར་,རོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ངས་,བསམས་,
,ཞེས་,བསྒོའོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ངས་,བསམས་,
,བྱའོ,།,_,།,ཡང་,ཤ་,ཤཱ་,རིའི་,བུ་,ངས་,བསམས་,
,ཞེས་,བྱའོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ངས་,བསམས་,
,ཞེས་,བྱའོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ངས་,བསམས་,
,ཞེས་,བྱའོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ངས་,བསམས་,
,ཐ་དད་,དོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ངས་,བསམས་,
,བཤད་,དོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ཁྱོད་,ཀྱི་,
,ཡིན་,ནོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ངས་,བསམས་,
,ཡིན་,ནོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ངས་,དོན་,
,མེད་,དོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,སངས་,རྒྱས་,
,ཏུ་,དཀའོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,བླ་,ན་,
,ཕྱིར་,རོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ཁྱོད་,ལྟོས་,
,ཀྱང་,ཅི་,དགོས,།,_,ཤ་,ཤཱ་,རིའི་,བུ་,དེ་,ལྟ་,
,_,དེ་,ལྟ་,བས་,ན་,ཤ་,ཤཱ་,རིའི་,བུ་,ངས་,བྱེ་,
,ཞེས་,བྱའོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,དེའི་,མིང་,
,ཕྱིར་,ཞེ་,ན,།,_,ཤ་,ཤཱ་,རིའི་,བུ་,ཡང་,དག་,
,ཀྱང་,ཅི་,དགོས,།,_,ཤ་,ཤཱ་,རིའི་,བུ་,ཐོབ་,པ་,
,ཀྱང་,ཅི་,དགོས,།,_,ཤ་,ཤཱ་,རིའི་,བུ་,བདག་,ཏུ་,
,བྱས་,སོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,མི་,ལ་,
,མེད་,དོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,མི་,ལ་,
,འོག་,མའོ,།།,_,།།,ཤ་,ཤཱ་,རིའི་,བུ་,ངས་,ཁྱོད་,
,ཡིན་,ནོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ཁྱོད་,ཀྱིས་,
,བསྟན་,ཏོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ངས་,དེ་,
,ཀྱང་,ཅི་,དགོས,།,_,ཤ་,ཤཱ་,རིའི་,བུ་,ངས་,བཤད་,
,བྱས་,སོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ཐོག་,མ་,
,མཚུངས་,སོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ངས་,སྨྲས་,
,བཤད་,དོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,དཔེར་,མི་,
,ལྷུང་,ངོ་,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,དཔེར་,མི་,
,བཤད་,དོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ཡང་,དག་,
,ནུས་,སོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,གང་,ལ་,
,སྲེད་,པའོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,གང་,ལ་,
,ཞེས་,བྱའོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,སད་,དུ་,
,ཆེན་,པོའོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ཡོན་,པོ་,
,གནང་,ངོ་,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ཆོས་,སོ་,
,ཞེས་,བྱའོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,མ་,འོངས་,
,བྲུན་,ཏོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,དེའི་,ཚེ་,
,ཕྱིར་,ཞེ་,ན,།,_,ཤ་,ཤཱ་,རིའི་,བུ་,ཆོས་,ནི་,
,མཚུངས་,སོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,སངས་,རྒྱས་,
,ལྟུང་,ངོ་,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,དེའི་,ཚེ་,
,_,།,དེ་,ལྟ་,སྟེ་,ཤ་,ཤཱ་,རིའི་,བུ་,དེའི་,ཚེ་,
,སྤྱད་,དོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,དེ་,ལྟ་,
,སྤྱད་,དོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ངས་,ཚུལ་,
,བསྟན་,ཏོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,དེ་,ལྟ་,
,ཀྱང་,ཅི་,དགོས,།,_,ཤ་,ཤཱ་,རིའི་,བུ་,དེའི་,ཚེ་,
,སློབ་,བོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ཚུལ་,ཁྲིམས་,
,ཀྱང་,ཅི་,དགོས,།,_,ཤ་,ཤཱ་,རིའི་,བུ་,དེ་,ཙམ་,
,བྱེད་,དོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ད་,ཁྱོད་,
,འཛིན་,ཏོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,དེའི་,ཚེ་,
,བབ་,བོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,དེ་,བདེན་,
,མེད་,དོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,དེའི་,ཚེ་,
,ལགས་,སོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,དགེ་,སློང་,
,ཀྱང་,ཅི་,དགོས,།,_,ཤ་,ཤཱ་,རིའི་,བུ་,ཁྱོད་,ལྟོས་,
,ཕྱིར་,ཞེ་,ན,།,_,ཤ་,ཤཱ་,རིའི་,བུ་,དེའི་,མིང་,
,_,།།,སངས་,རྒྱས་,ཀྱིས་,ཤ་,ཤཱ་,རིའི་,བུ་,ལ་,བཀའ་,
,།,དེ་,ལྟ་,བས་,ན་,ཤ་,ཤཱ་,རིའི་,བུ་,ངའི་,ཆོས་,
,ཟིན་,ཏོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ཚུལ་,ཁྲིམས་,
,གུས་,སོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,དཔེར་,མི་,
,གུས་,སོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,དེའི་,ནང་,
,ཕྱིར་,ཞེ་,ན,།,_,ཤ་,ཤཱ་,རིའི་,བུ་,མུར་,འདུག་,
,ཟེར་,རོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,དམུས་,ལོང་,
,ཟེར་,རོ,།,_,།,ཤ་,ཤཱ་,རིའི་,བུ་,ཚུལ་,ཁྲིམས་,
